Date,Open,High,Low,Close,Volume
2015-01-01 00:00:00+05:30,1058.2192297507531,1058.2192297507531,1047.5009983625491,1049.376708984375,366830
2015-01-02 00:00:00+05:30,1051.6231229461905,1068.0920733236562,1051.4582673791156,1063.351318359375,925740
2015-01-05 00:00:00+05:30,1063.9907862803395,1071.7820772355308,1040.7610362949667,1047.1920166015625,1754242
2015-01-06 00:00:00+05:30,1042.5953425267314,1042.5953425267314,1005.8647493322705,1008.5855712890625,2423784
2015-01-07 00:00:00+05:30,1018.2318437762517,1022.0037959761908,992.4462358626662,996.6716918945312,2636332
2015-01-08 00:00:00+05:30,1006.8540175185744,1009.5748392950711,997.8466421197758,1007.4312133789062,1565408
2015-01-09 00:00:00+05:30,1012.0485645769578,1038.8028835212253,1009.9873658710984,1035.669921875,3197642
2015-01-12 00:00:00+05:30,1037.6070253200205,1042.1416607107715,1022.4572207191025,1034.59765625,1596006
2015-01-13 00:00:00+05:30,1038.8438119600078,1043.1310636246083,1022.3954918617486,1029.7332763671875,1468432
2015-01-14 00:00:00+05:30,1037.195021213647,1043.7084282007152,1030.8053062578394,1039.6478271484375,1787096
2015-01-15 00:00:00+05:30,1044.2035583319248,1064.3002513712777,1040.1842197240542,1046.71826171875,5009920
2015-01-16 00:00:00+05:30,1048.613681664634,1049.149613187287,1024.1266936224697,1043.852294921875,5293830
2015-01-19 00:00:00+05:30,1045.4396573047343,1051.6232514922622,1031.8357500921727,1035.1336669921875,1135074
2015-01-20 00:00:00+05:30,1038.8439736871576,1042.9663704081383,1023.6941657375532,1030.78466796875,2058566
2015-01-21 00:00:00+05:30,1039.6686759853446,1039.6686759853446,1025.7555840684115,1036.288330078125,2310480
2015-01-22 00:00:00+05:30,1037.401145510063,1039.359283972679,1028.7441123069193,1036.18505859375,2113214
2015-01-23 00:00:00+05:30,1036.3707493096367,1043.8116970539006,1028.9916979156187,1032.08349609375,3150380
2015-01-27 00:00:00+05:30,1037.7633766142662,1038.857957981136,1028.3454791321763,1033.5087890625,2738736
2015-01-28 00:00:00+05:30,1033.900475255143,1051.20783799839,1033.859128465543,1049.0186767578125,3121980
2015-01-29 00:00:00+05:30,1048.3581407299282,1061.039206029789,1037.9901770927943,1051.10498046875,3734392
2015-01-30 00:00:00+05:30,1057.7346885947377,1063.6415335912334,1020.2697429011054,1025.2471923828125,5817402
2015-02-02 00:00:00+05:30,1025.2265588532634,1041.5219406771437,1016.985938470817,1038.5272216796875,3181802
2015-02-03 00:00:00+05:30,1037.4736830946358,1059.5107202857025,1035.5943198035588,1056.7225341796875,2345054
2015-02-04 00:00:00+05:30,1060.749908555292,1062.2782274288222,1033.5289913493202,1038.568359375,2245418
2015-02-05 00:00:00+05:30,1040.9227777549277,1070.5394890004518,1040.5097131605805,1054.3060302734375,4530168
2015-02-06 00:00:00+05:30,1054.5538309817982,1071.8199499112638,1053.6657825083012,1063.9510498046875,2136416
2015-02-09 00:00:00+05:30,1058.0650945103769,1061.2044261695407,1032.6616186905885,1037.9901123046875,2076432
2015-02-10 00:00:00+05:30,1036.7922006810716,1043.5045007850824,1004.9862248036044,1008.3526611328125,3799054
2015-02-11 00:00:00+05:30,1014.0944141907097,1027.3950760799444,1010.8724896719847,1016.0977172851562,2937522
2015-02-12 00:00:00+05:30,1024.3176283296737,1024.3176283296737,1010.7690891074893,1017.0269775390625,3107980
2015-02-13 00:00:00+05:30,1020.2694153703534,1052.3851834047846,1016.2420360991546,1048.6676025390625,4158326
2015-02-16 00:00:00+05:30,1057.4454303493198,1071.902692092377,1055.3801072431688,1067.689453125,2364392
2015-02-18 00:00:00+05:30,1067.7922374100954,1091.7293012389653,1059.6135414314247,1088.6932373046875,2660014
2015-02-19 00:00:00+05:30,1088.8385584917146,1110.0287979517184,1088.4254937881897,1107.4471435546875,2618002
2015-02-20 00:00:00+05:30,1114.779170502696,1114.779170502696,1091.4203386574552,1105.1754150390625,1801588
2015-02-23 00:00:00+05:30,1103.2960418734253,1124.3623459301625,1103.2960418734253,1113.89111328125,1614892
2015-02-24 00:00:00+05:30,1112.7963706066873,1127.666700726153,1106.6003997235764,1117.23681640625,2199922
2015-02-25 00:00:00+05:30,1119.4048750101756,1124.3616493644643,1101.99424542907,1103.791015625,1767994
2015-02-26 00:00:00+05:30,1106.600026983263,1112.2796650463536,1084.4391522608878,1097.285400390625,1991994
2015-02-27 00:00:00+05:30,1098.5247083174127,1105.2576819447545,1080.701009899924,1099.72265625,2877376
2015-03-02 00:00:00+05:30,1106.8895968847053,1118.971740892925,1095.6749291949177,1102.635009765625,2176038
2015-03-03 00:00:00+05:30,1107.8395208968896,1152.4505083155564,1105.4230520733624,1146.6676025390625,3424308
2015-03-04 00:00:00+05:30,1151.6241038100873,1161.5790009998702,1121.7388396874362,1134.275390625,3862994
2015-03-05 00:00:00+05:30,1135.9277366553372,1144.4781543584443,1107.446950481823,1113.80810546875,2173514
2015-03-09 00:00:00+05:30,1090.4904571807072,1106.930447121009,1078.09852016729,1093.29931640625,2883174
2015-03-10 00:00:00+05:30,1094.166815397892,1106.290302153938,1072.0059392009737,1091.6058349609375,3037052
2015-03-11 00:00:00+05:30,1091.3168280330435,1098.7313184858212,1073.0593902918984,1076.6737060546875,2240200
2015-03-12 00:00:00+05:30,1083.840216963621,1084.253281583958,1069.878713472918,1081.8369140625,1827636
2015-03-13 00:00:00+05:30,1089.6647460137772,1090.470202059433,1063.6416683038196,1066.677734375,1586838
2015-03-16 00:00:00+05:30,1067.8546473777726,1078.0986702373214,1054.1409220098253,1058.3955078125,1556296
2015-03-17 00:00:00+05:30,1066.7395720286672,1076.7357174521717,1056.5162208543363,1067.2352294921875,1267318
2015-03-18 00:00:00+05:30,1070.2300309187754,1073.7410810873419,1054.017240434512,1057.17724609375,1255170
2015-03-19 00:00:00+05:30,1064.054750692104,1076.384773292941,1060.7915796444058,1072.4193115234375,2448964
2015-03-20 00:00:00+05:30,1072.315671370134,1081.4030923139485,1065.2316540181807,1078.490966796875,1963908
2015-03-23 00:00:00+05:30,1080.5770179907436,1086.7729871305987,1076.4463718975067,1081.052001953125,1566608
2015-03-24 00:00:00+05:30,1086.3599705670783,1089.2514229602227,1066.574215243762,1070.3743896484375,2394878
2015-03-25 00:00:00+05:30,1070.4156726613676,1079.7509739064776,1051.3321063751152,1063.1251220703125,2224858
2015-03-26 00:00:00+05:30,1054.678055756717,1068.474375575274,1033.0747530664028,1038.0728759765625,3091642
2015-03-27 00:00:00+05:30,1045.4666517193477,1062.3609559307142,1034.3552527328216,1038.7750244140625,2751776
2015-03-30 00:00:00+05:30,1042.9882274732026,1061.5347896748772,1040.9229042504835,1059.15966796875,1339006
2015-03-31 00:00:00+05:30,1061.3487902050795,1061.3487902050795,1041.335830996315,1054.9462890625,2427028
2015-04-01 00:00:00+05:30,1056.6193914098676,1058.9325938247944,1041.8523299388346,1050.27880859375,2075758
2015-04-06 00:00:00+05:30,1056.6194790535822,1058.643455700129,1032.703073794901,1052.19970703125,1568542
2015-04-07 00:00:00+05:30,1058.4573459171004,1073.554876956903,1050.8363243471954,1067.77197265625,1886922
2015-04-08 00:00:00+05:30,1071.4897448733147,1097.3062865288978,1070.1886315122197,1091.0689697265625,1652134
2015-04-09 00:00:00+05:30,1098.3388188580225,1110.0904870666293,1088.4871873840043,1100.63134765625,2544450
2015-04-10 00:00:00+05:30,1094.0014550689252,1103.2128146558903,1085.5336318373174,1096.1700439453125,1815544
2015-04-13 00:00:00+05:30,1100.4044829569525,1100.8175477028074,1085.534152106183,1096.8934326171875,1308642
2015-04-15 00:00:00+05:30,1096.5623665519995,1121.0157660889747,1077.8505235333707,1085.4302978515625,2913934
2015-04-16 00:00:00+05:30,1085.099919053259,1085.1205924503001,1062.1335901659256,1066.8631591796875,3217570
2015-04-17 00:00:00+05:30,1056.2473858954852,1057.4452327348583,1020.2694237715234,1022.2728271484375,9668742
2015-04-20 00:00:00+05:30,1024.4210286363932,1026.0112670674441,1001.6198796084166,1003.25146484375,2890722
2015-04-21 00:00:00+05:30,1003.2516718968311,1012.8347538027866,991.76845182728,1002.52880859375,2546032
2015-04-22 00:00:00+05:30,1004.3663521716642,1021.5085292702141,994.4734773646786,1009.9840698242188,4186812
2015-04-23 00:00:00+05:30,1021.0960619960703,1024.3179872152352,1004.4495324019571,1015.0033569335938,4342990
2015-04-24 00:00:00+05:30,1014.1977022948639,1038.44457820388,1010.9964511090724,1029.7908935546875,3625158
2015-04-27 00:00:00+05:30,1032.4548935246291,1040.9227172162696,1026.8785218252563,1032.7440185546875,2733052
2015-04-28 00:00:00+05:30,1036.7919148844564,1036.7919148844564,1014.1147137378643,1030.595947265625,3088298
2015-04-29 00:00:00+05:30,1026.0522721822902,1030.5959819222278,1012.4418163577337,1027.4154052734375,2019620
2015-04-30 00:00:00+05:30,1024.400270926039,1028.5309171797728,1002.5491925821282,1017.6672973632812,3738054
2015-05-04 00:00:00+05:30,1028.9440903665125,1034.6444029672625,1014.9824843866654,1025.0406494140625,1890630
2015-05-05 00:00:00+05:30,1033.074489625539,1047.7176084636578,1032.6614250555167,1040.03466796875,3255070
2015-05-06 00:00:00+05:30,1038.8577392343657,1038.8577392343657,1014.4043287225569,1017.3990478515625,3394406
2015-05-07 00:00:00+05:30,1018.1632352139928,1054.8640776265993,1013.5369303045918,1051.35302734375,3205028
