Date,Open,High,Low,Close,Volume,SMA_20,EMA_20,RSI,%K,%D,MACD,MACD_Signal,Bollinger_Upper,Bollinger_Lower
2015-01-01 00:00:00+05:30,91.48502243379188,91.7913272761285,91.14560519317772,91.46018981933594,1082549,,91.46018981933594,,,,0.0,0.0,,
2015-01-02 00:00:00+05:30,91.62576137970572,92.75990316206904,91.55952984409484,92.27147674560548,4198953,,91.53745524088542,,,,0.0647180454004257,0.01294360908008514,,
2015-01-05 00:00:00+05:30,92.230096551322,93.54636680645746,91.97346363361396,92.4370574951172,3838601,,91.62313164605035,,,,0.1278942599013959,0.0359337392443473,,
2015-01-06 00:00:00+05:30,91.89065448453196,92.1224547213006,89.75482081514015,90.27635955810548,12396695,,91.49486763767464,,,,0.003570441416584913,0.029461079678794824,,
2015-01-07 00:00:00+05:30,89.93696187049905,90.23498696129634,89.13395749300055,89.58927154541016,8305581,,91.31338229555422,,,,-0.1486853882257435,-0.0061682139021128415,,
2015-01-08 00:00:00+05:30,92.08106531145822,92.53637927875144,89.93694505768894,90.23497009277344,7792131,,91.21067637147986,,,,-0.21477100723591036,-0.04788877256887235,,
2015-01-09 00:00:00+05:30,90.93035664875418,92.71850010846356,89.94522414724554,91.64230346679688,13587116,,91.25178371389102,,,,-0.15183404634187525,-0.06867782732347294,,
2015-01-12 00:00:00+05:30,91.0628144467669,92.5529328978972,90.68200505074304,92.06450653076172,4421790,,91.32918588692633,,,,-0.06711414257479476,-0.06836509037373731,,
2015-01-13 00:00:00+05:30,92.23835937838372,93.82782182931092,91.89066236192822,93.2979965209961,6312675,,91.51669166159964,,,,0.09842474583776095,-0.035007123131437654,,
2015-01-14 00:00:00+05:30,93.71193102478196,94.29142163935462,91.0628310724497,91.38568878173828,9723858,,91.50421519685094,,,,0.07445004108244291,-0.013115690288661544,,
2015-01-15 00:00:00+05:30,92.7185036595383,93.3807785413134,91.26977735565528,92.6357192993164,6993422,,91.61197749232383,,,,0.15453554113983614,0.020414555997037995,,
2015-01-16 00:00:00+05:30,92.8509534865841,93.28143482442086,91.54296338140075,91.89893341064452,8304680,,91.639306627402,,,,0.15674455956838074,0.04768055671130654,,
2015-01-19 00:00:00+05:30,97.86769462096596,99.0929072077355,96.41896830137968,96.72527313232422,32334205,,92.12368438977553,,,,0.5416961665102633,0.1464836786710979,,
2015-01-20 00:00:00+05:30,97.03983851694876,98.34783529644712,96.51002002139586,97.75178527832033,13390593,,92.65969399820837,68.19920851897,86.53350034059429,,0.9190102614700066,0.3009889952308797,,
